severity_kw,duration_min,threshold_type,abs_thr_g,affects,seed,warning_detected,warning_latency_min,critical_detected,critical_latency_min,attribution,attribution_correct,n_fp_warnings,scenario,threshold_value,fp_rate_per_production_hour,threshold_pct,sigma_k
1.5,240.0,relative,,machine,48,True,5.0,True,11.0,machine,True,0,with_anomaly,15.0,,15.0,
1.5,240.0,relative,,machine,49,True,11.0,True,17.0,machine,True,0,with_anomaly,15.0,,15.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,15.0,0.0,15.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,15.0,0.0,15.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,15.0,0.0,15.0,
0.0,0.0,relative,,,245,,,,,,,1,no_anomaly,15.0,0.07731958762886598,15.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,15.0,0.0,15.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,15.0,0.0,15.0,
0.0,0.0,relative,,,248,,,,,,,1,no_anomaly,15.0,0.08032128514056225,15.0,
0.0,0.0,relative,,,249,,,,,,,1,no_anomaly,15.0,0.0819672131147541,15.0,
1.5,240.0,relative,,machine,42,True,13.0,True,19.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,43,True,14.0,True,20.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,44,True,15.0,True,21.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,45,True,21.0,True,27.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,46,True,8.0,True,14.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,47,True,21.0,True,27.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,48,True,8.0,True,14.0,machine,True,0,with_anomaly,20.0,,20.0,
1.5,240.0,relative,,machine,49,True,14.0,True,20.0,machine,True,0,with_anomaly,20.0,,20.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,20.0,0.0,20.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,20.0,0.0,20.0,
1.5,240.0,relative,,machine,42,True,13.0,True,19.0,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,43,True,17.0,False,,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,44,False,,False,,,,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,45,True,21.0,False,,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,46,True,9.0,True,15.0,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,47,True,21.0,True,27.0,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,48,True,14.0,False,,machine,True,0,with_anomaly,25.0,,25.0,
1.5,240.0,relative,,machine,49,True,17.0,True,23.0,machine,True,0,with_anomaly,25.0,,25.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,25.0,0.0,25.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,25.0,0.0,25.0,
1.5,240.0,relative,,machine,42,True,13.0,True,19.0,machine,True,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,43,False,,False,,,,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,44,False,,False,,,,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,45,False,,False,,,,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,46,True,11.0,False,,machine,True,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,47,True,21.0,True,27.0,machine,True,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,48,False,,False,,,,0,with_anomaly,30.0,,30.0,
1.5,240.0,relative,,machine,49,False,,False,,,,0,with_anomaly,30.0,,30.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,30.0,0.0,30.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,30.0,0.0,30.0,
1.5,240.0,relative,,machine,42,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,43,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,44,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,45,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,46,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,47,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,48,False,,False,,,,0,with_anomaly,40.0,,40.0,
1.5,240.0,relative,,machine,49,False,,False,,,,0,with_anomaly,40.0,,40.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,40.0,0.0,40.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,40.0,0.0,40.0,
1.5,240.0,relative,,machine,42,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,43,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,44,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,45,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,46,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,47,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,48,False,,False,,,,0,with_anomaly,50.0,,50.0,
1.5,240.0,relative,,machine,49,False,,False,,,,0,with_anomaly,50.0,,50.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,50.0,0.0,50.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,50.0,0.0,50.0,
1.5,240.0,relative,,machine,42,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,43,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,44,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,45,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,46,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,47,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,48,False,,False,,,,0,with_anomaly,75.0,,75.0,
1.5,240.0,relative,,machine,49,False,,False,,,,0,with_anomaly,75.0,,75.0,
0.0,0.0,relative,,,242,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,243,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,244,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,245,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,246,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,247,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,248,,,,,,,0,no_anomaly,75.0,0.0,75.0,
0.0,0.0,relative,,,249,,,,,,,0,no_anomaly,75.0,0.0,75.0,
1.5,240.0,statistical,,machine,42,True,13.0,True,19.0,machine,True,14,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,43,True,4.0,True,10.0,machine,True,12,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,44,True,5.0,True,11.0,machine,True,15,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,45,True,21.0,True,27.0,machine,True,12,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,46,True,4.0,True,10.0,machine,True,11,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,47,True,3.0,True,27.0,machine,True,13,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,48,True,2.0,True,8.0,machine,True,14,with_anomaly,0.5,,,0.5
1.5,240.0,statistical,,machine,49,True,106.0,True,5.0,machine,True,14,with_anomaly,0.5,,,0.5
0.0,0.0,statistical,,,242,,,,,,,18,no_anomaly,0.5,1.4654002713704206,,0.5
0.0,0.0,statistical,,,243,,,,,,,16,no_anomaly,0.5,1.3597733711048157,,0.5
0.0,0.0,statistical,,,244,,,,,,,15,no_anomaly,0.5,1.25,,0.5
0.0,0.0,statistical,,,245,,,,,,,20,no_anomaly,0.5,1.5463917525773196,,0.5
0.0,0.0,statistical,,,246,,,,,,,19,no_anomaly,0.5,1.492146596858639,,0.5
0.0,0.0,statistical,,,247,,,,,,,20,no_anomaly,0.5,1.7167381974248928,,0.5
0.0,0.0,statistical,,,248,,,,,,,20,no_anomaly,0.5,1.606425702811245,,0.5
0.0,0.0,statistical,,,249,,,,,,,20,no_anomaly,0.5,1.639344262295082,,0.5
1.5,240.0,statistical,,machine,42,True,13.0,True,19.0,machine,True,11,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,43,True,4.0,True,10.0,machine,True,7,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,44,True,6.0,True,12.0,machine,True,14,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,45,True,21.0,True,27.0,machine,True,7,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,46,True,4.0,True,10.0,machine,True,12,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,47,True,3.0,True,27.0,machine,True,10,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,48,True,2.0,True,8.0,machine,True,12,with_anomaly,1.0,,,1.0
1.5,240.0,statistical,,machine,49,True,2.0,True,8.0,machine,True,10,with_anomaly,1.0,,,1.0
0.0,0.0,statistical,,,242,,,,,,,12,no_anomaly,1.0,0.9769335142469471,,1.0
0.0,0.0,statistical,,,243,,,,,,,12,no_anomaly,1.0,1.019830028328612,,1.0
0.0,0.0,statistical,,,244,,,,,,,11,no_anomaly,1.0,0.9166666666666666,,1.0
0.0,0.0,statistical,,,245,,,,,,,14,no_anomaly,1.0,1.0824742268041236,,1.0
0.0,0.0,statistical,,,246,,,,,,,15,no_anomaly,1.0,1.1780104712041886,,1.0
0.0,0.0,statistical,,,247,,,,,,,17,no_anomaly,1.0,1.4592274678111588,,1.0
0.0,0.0,statistical,,,248,,,,,,,16,no_anomaly,1.0,1.285140562248996,,1.0
0.0,0.0,statistical,,,249,,,,,,,13,no_anomaly,1.0,1.0655737704918034,,1.0
1.5,240.0,statistical,,machine,42,True,13.0,True,19.0,machine,True,8,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,43,True,5.0,True,11.0,machine,True,7,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,44,True,7.0,True,13.0,machine,True,13,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,45,True,21.0,True,27.0,machine,True,6,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,46,True,4.0,True,10.0,machine,True,5,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,47,True,3.0,True,27.0,machine,True,12,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,48,True,2.0,True,8.0,machine,True,7,with_anomaly,1.5,,,1.5
1.5,240.0,statistical,,machine,49,True,2.0,True,8.0,machine,True,6,with_anomaly,1.5,,,1.5
0.0,0.0,statistical,,,242,,,,,,,9,no_anomaly,1.5,0.7327001356852103,,1.5
0.0,0.0,statistical,,,243,,,,,,,8,no_anomaly,1.5,0.6798866855524078,,1.5
0.0,0.0,statistical,,,244,,,,,,,11,no_anomaly,1.5,0.9166666666666666,,1.5
0.0,0.0,statistical,,,245,,,,,,,11,no_anomaly,1.5,0.8505154639175257,,1.5
0.0,0.0,statistical,,,246,,,,,,,13,no_anomaly,1.5,1.0209424083769634,,1.5
0.0,0.0,statistical,,,247,,,,,,,12,no_anomaly,1.5,1.0300429184549356,,1.5
0.0,0.0,statistical,,,248,,,,,,,11,no_anomaly,1.5,0.8835341365461847,,1.5
0.0,0.0,statistical,,,249,,,,,,,11,no_anomaly,1.5,0.9016393442622951,,1.5
1.5,240.0,statistical,,machine,42,True,13.0,True,19.0,machine,True,5,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,43,True,5.0,True,11.0,machine,True,6,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,44,True,8.0,True,14.0,machine,True,8,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,45,True,21.0,False,,machine,True,3,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,46,True,4.0,True,10.0,machine,True,4,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,47,True,3.0,True,27.0,machine,True,6,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,48,True,2.0,True,8.0,machine,True,3,with_anomaly,2.0,,,2.0
1.5,240.0,statistical,,machine,49,True,3.0,True,9.0,machine,True,4,with_anomaly,2.0,,,2.0
0.0,0.0,statistical,,,242,,,,,,,10,no_anomaly,2.0,0.8141112618724559,,2.0
0.0,0.0,statistical,,,243,,,,,,,4,no_anomaly,2.0,0.3399433427762039,,2.0
0.0,0.0,statistical,,,244,,,,,,,9,no_anomaly,2.0,0.75,,2.0
0.0,0.0,statistical,,,245,,,,,,,11,no_anomaly,2.0,0.8505154639175257,,2.0
0.0,0.0,statistical,,,246,,,,,,,5,no_anomaly,2.0,0.39267015706806285,,2.0
0.0,0.0,statistical,,,247,,,,,,,8,no_anomaly,2.0,0.6866952789699571,,2.0
0.0,0.0,statistical,,,248,,,,,,,7,no_anomaly,2.0,0.5622489959839357,,2.0
0.0,0.0,statistical,,,249,,,,,,,8,no_anomaly,2.0,0.6557377049180328,,2.0
1.5,240.0,statistical,,machine,42,True,13.0,False,,machine,True,1,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,43,True,6.0,True,12.0,machine,True,4,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,44,True,8.0,True,14.0,machine,True,6,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,45,True,21.0,False,,machine,True,2,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,46,True,4.0,True,10.0,machine,True,3,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,47,True,21.0,False,,machine,True,3,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,48,True,2.0,True,8.0,machine,True,1,with_anomaly,2.5,,,2.5
1.5,240.0,statistical,,machine,49,True,3.0,True,9.0,machine,True,2,with_anomaly,2.5,,,2.5
0.0,0.0,statistical,,,242,,,,,,,5,no_anomaly,2.5,0.40705563093622793,,2.5
0.0,0.0,statistical,,,243,,,,,,,2,no_anomaly,2.5,0.16997167138810196,,2.5
0.0,0.0,statistical,,,244,,,,,,,6,no_anomaly,2.5,0.5,,2.5
0.0,0.0,statistical,,,245,,,,,,,5,no_anomaly,2.5,0.3865979381443299,,2.5
0.0,0.0,statistical,,,246,,,,,,,4,no_anomaly,2.5,0.31413612565445026,,2.5
0.0,0.0,statistical,,,247,,,,,,,4,no_anomaly,2.5,0.34334763948497854,,2.5
0.0,0.0,statistical,,,248,,,,,,,3,no_anomaly,2.5,0.24096385542168677,,2.5
0.0,0.0,statistical,,,249,,,,,,,0,no_anomaly,2.5,0.0,,2.5
1.5,240.0,statistical,,machine,42,True,13.0,False,,machine,True,1,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,43,True,10.0,True,16.0,machine,True,0,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,44,True,10.0,False,,machine,True,2,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,45,True,21.0,False,,machine,True,0,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,46,True,5.0,True,11.0,machine,True,2,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,47,True,21.0,False,,machine,True,2,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,48,True,2.0,False,,machine,True,0,with_anomaly,3.0,,,3.0
1.5,240.0,statistical,,machine,49,True,4.0,True,10.0,machine,True,1,with_anomaly,3.0,,,3.0
0.0,0.0,statistical,,,242,,,,,,,3,no_anomaly,3.0,0.24423337856173677,,3.0
0.0,0.0,statistical,,,243,,,,,,,0,no_anomaly,3.0,0.0,,3.0
0.0,0.0,statistical,,,244,,,,,,,3,no_anomaly,3.0,0.25,,3.0
0.0,0.0,statistical,,,245,,,,,,,2,no_anomaly,3.0,0.15463917525773196,,3.0
0.0,0.0,statistical,,,246,,,,,,,2,no_anomaly,3.0,0.15706806282722513,,3.0
0.0,0.0,statistical,,,247,,,,,,,1,no_anomaly,3.0,0.08583690987124463,,3.0
0.0,0.0,statistical,,,248,,,,,,,1,no_anomaly,3.0,0.08032128514056225,,3.0
0.0,0.0,statistical,,,249,,,,,,,0,no_anomaly,3.0,0.0,,3.0
1.5,240.0,statistical,,machine,42,False,,False,,,,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,43,True,12.0,False,,machine,True,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,44,False,,False,,,,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,45,False,,False,,,,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,46,True,5.0,False,,machine,True,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,47,True,21.0,False,,machine,True,2,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,48,True,2.0,False,,machine,True,0,with_anomaly,3.5,,,3.5
1.5,240.0,statistical,,machine,49,True,4.0,True,10.0,machine,True,1,with_anomaly,3.5,,,3.5
0.0,0.0,statistical,,,242,,,,,,,1,no_anomaly,3.5,0.0814111261872456,,3.5
0.0,0.0,statistical,,,243,,,,,,,0,no_anomaly,3.5,0.0,,3.5
0.0,0.0,statistical,,,244,,,,,,,0,no_anomaly,3.5,0.0,,3.5
0.0,0.0,statistical,,,245,,,,,,,1,no_anomaly,3.5,0.07731958762886598,,3.5
0.0,0.0,statistical,,,246,,,,,,,0,no_anomaly,3.5,0.0,,3.5
0.0,0.0,statistical,,,247,,,,,,,0,no_anomaly,3.5,0.0,,3.5
0.0,0.0,statistical,,,248,,,,,,,0,no_anomaly,3.5,0.0,,3.5
0.0,0.0,statistical,,,249,,,,,,,0,no_anomaly,3.5,0.0,,3.5
1.5,240.0,statistical,,machine,42,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,43,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,44,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,45,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,46,True,5.0,False,,machine,True,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,47,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,48,False,,False,,,,0,with_anomaly,4.0,,,4.0
1.5,240.0,statistical,,machine,49,True,6.0,False,,machine,True,0,with_anomaly,4.0,,,4.0
0.0,0.0,statistical,,,242,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,243,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,244,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,245,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,246,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,247,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,248,,,,,,,0,no_anomaly,4.0,0.0,,4.0
0.0,0.0,statistical,,,249,,,,,,,0,no_anomaly,4.0,0.0,,4.0
1.5,240.0,statistical,,machine,42,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,43,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,44,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,45,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,46,True,6.0,False,,machine,True,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,47,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,48,False,,False,,,,0,with_anomaly,5.0,,,5.0
1.5,240.0,statistical,,machine,49,False,,False,,,,0,with_anomaly,5.0,,,5.0
0.0,0.0,statistical,,,242,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,243,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,244,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,245,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,246,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,247,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,248,,,,,,,0,no_anomaly,5.0,0.0,,5.0
0.0,0.0,statistical,,,249,,,,,,,0,no_anomaly,5.0,0.0,,5.0
